"election_date","office_name","district_name","candidate_name","candidate_party_name","county_name","votes","is_winner","pct"
"2016","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Harding",0,FALSE,0
"2016","President of the United States","New Mexico","Jill Stein","Green","Harding",0,FALSE,0
"2016","President of the United States","New Mexico","Roque ""Rocky"" De La Fuente","American Delta","Harding",0,FALSE,0
"2016","President of the United States","New Mexico","Donald J. Trump","Republican","Hidalgo",910,TRUE,49.8
"2016","President of the United States","New Mexico","Hillary Rodham Clinton","Democratic","Hidalgo",781,FALSE,42.7
"2016","President of the United States","New Mexico","Gary Johnson","Libertarian","Hidalgo",124,FALSE,6.8
"2016","President of the United States","New Mexico","Evan McMullin","Better for America","Hidalgo",12,FALSE,0.7
"2016","President of the United States","New Mexico","Darrell Castle","Constitution","Hidalgo",0,FALSE,0
"2016","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Hidalgo",0,FALSE,0
"2016","President of the United States","New Mexico","Jill Stein","Green","Hidalgo",0,FALSE,0
"2016","President of the United States","New Mexico","Roque ""Rocky"" De La Fuente","American Delta","Hidalgo",0,FALSE,0
"2016","President of the United States","New Mexico","Donald J. Trump","Republican","Lea",12480,TRUE,71.6
"2016","President of the United States","New Mexico","Hillary Rodham Clinton","Democratic","Lea",3885,FALSE,22.3
"2016","President of the United States","New Mexico","Gary Johnson","Libertarian","Lea",1020,FALSE,5.9
"2016","President of the United States","New Mexico","Evan McMullin","Better for America","Lea",27,FALSE,0.2
"2016","President of the United States","New Mexico","Darrell Castle","Constitution","Lea",5,FALSE,0
"2016","President of the United States","New Mexico","Jill Stein","Green","Lea",5,FALSE,0
"2016","President of the United States","New Mexico","Gloria La Riva","Party for Socialism and Liberation","Lea",0,FALSE,0
"2016","President of the United States","New Mexico","Roque ""Rocky"" De La Fuente","American Delta","Lea",0,FALSE,0
"2016","President of the United States","New Mexico","Donald J. Trump","Republican","Lincoln",5896,TRUE,67.4
"2016","President of the United States","New Mexico","Hillary Rodham Clinton","Democratic","Lincoln",2320,FALSE,26.5
"2016","President of the United States","New Mexico","Gary Johnson","Libertarian","Lincoln",517,FALSE,5.9
"2016","President of the United States","New Mexico","Jill Stein","Green","Lincoln",10,FALSE,0.1
"2016","President of the United States","New Mexico","Darrell Castle","Constitution","Lincoln",0,FALSE,0
"2016","President of the United States","New Mexico","Evan McMullin","Better for America","Lincoln",0,FALSE,0
