"election_date","office_name","district_name","candidate_name","candidate_party_name","votes","is_winner","pct"
"2016","State Representative","4","Glojean B. Todacheene","Democratic",4241,FALSE,45.7
"2016","State Representative","40","Nick L. Salazar","Democratic",9033,TRUE,100
"2016","State Representative","41","Debbie A. Rodella","Democratic",8067,TRUE,100
"2016","State Representative","42","Roberto ""Bobby"" Jesse Gonzales","Democratic",10637,TRUE,100
"2016","State Representative","43","Stephanie Garcia Richard","Democratic",8446,TRUE,58.9
"2016","State Representative","43","Sharon Stover","Republican",5893,FALSE,41.1
"2016","State Representative","44","Jane E. Powdrell-Culbert","Republican",12245,TRUE,100
"2016","State Representative","45","Jim R. Trujillo","Democratic",9425,TRUE,100
"2016","State Representative","46","Carl P. Trujillo","Democratic",11560,TRUE,100
"2016","State Representative","47","Brian F. Egolf, Jr.","Democratic",13740,TRUE,78.9
"2016","State Representative","47","Roger Andrew Gonzales","Republican",3667,FALSE,21.1
"2016","State Representative","48","Linda M. Trujillo","Democratic",10572,TRUE,100
"2016","State Representative","49","Don Tripp","Republican",8849,TRUE,100
"2016","State Representative","5","Doreen W. Johnson","Democratic",7547,TRUE,100
"2016","State Representative","50","Matthew Mcqueen","Democratic",8181,TRUE,58.5
"2016","State Representative","50","Jeremy Ryan Tremko","Republican",5802,FALSE,41.5
"2016","State Representative","51","Yvette S. Herrell","Republican",6445,TRUE,65.9
"2016","State Representative","51","Denise A. Lang","Democratic",3342,FALSE,34.1
"2016","State Representative","52","Doreen Ybarra Gallegos","Democratic",5790,TRUE,100
"2016","State Representative","53","Ricky L. Little","Republican",2797,TRUE,51.3
"2016","State Representative","53","Willie D. Madrid","Democratic",2654,FALSE,48.7
"2016","State Representative","54","James G. Townsend","Republican",7086,TRUE,76
"2016","State Representative","54","Freddie Joe Nichols III","Independent",2236,FALSE,24
"2016","State Representative","55","Cathrynn N. Brown","Republican",9279,TRUE,100
"2016","State Representative","56","Zach J. Cook","Republican",7672,TRUE,100
"2016","State Representative","57","Jason Carl Harper","Republican",6117,TRUE,55
"2016","State Representative","57","Donna I. Tillman","Democratic",5013,FALSE,45
"2016","State Representative","58","Candy Spence Ezzell","Republican",5001,TRUE,100
"2016","State Representative","59","Greg Nibert","Republican",8594,TRUE,71.3
"2016","State Representative","59","Richard James Garcia","Democratic",3464,FALSE,28.7
"2016","State Representative","6","Eliseo Lee Alcon","Democratic",6700,TRUE,100
"2016","State Representative","60","Tim D. Lewis","Republican",9824,TRUE,100
"2016","State Representative","61","David M. Gallegos","Republican",4735,TRUE,100
"2016","State Representative","62","Larry R. Scott","Republican",7948,TRUE,100
"2016","State Representative","63","George Dodge, Jr.","Democratic",5131,TRUE,100
"2016","State Representative","64","Randal S. Crowder","Republican",7717,TRUE,100
"2016","State Representative","65","Derrick J. Lente","Democratic",7150,TRUE,100
"2016","State Representative","66","Bob Wooley","Republican",8411,TRUE,100
"2016","State Representative","67","Dennis J. Roch","Republican",8444,TRUE,100
"2016","State Representative","68","Monica C. Youngblood","Republican",9637,TRUE,100
"2016","State Representative","69","Harry Garcia","Democratic",6125,TRUE,100
"2016","State Representative","7","Kelly K. Fajardo","Republican",5148,TRUE,56.5
"2016","State Representative","7","Arturo Fierro","Democratic",3964,FALSE,43.5
"2016","State Representative","70","Tomas E. Salazar","Democratic",8112,TRUE,100
"2016","State Representative","8","Alonzo Baldonado","Republican",7251,TRUE,61.7
"2016","State Representative","8","Jim D. Danner","Democratic",4493,FALSE,38.3
"2016","State Representative","9","Patricia A. Lundstrom","Democratic",6438,TRUE,100
"2016","State Senate","1","William E. Sharer","Republican",11170,TRUE,69.8
"2016","State Senate","1","Rebecca Morgan","Democratic",4824,FALSE,30.2
"2016","State Senate","10","Candace Ruth Gould","Republican",10530,TRUE,50.9
"2016","State Senate","10","David J. Simon","Democratic",10151,FALSE,49.1
"2016","State Senate","11","Linda M. Lopez","Democratic",8776,TRUE,100
"2016","State Senate","12","Gerald P. Ortiz Y Pino","Democratic",12922,TRUE,100
"2016","State Senate","13","Bill B. O'Neill","Democratic",14089,TRUE,65.9
"2016","State Senate","13","Aubrey B. Dunn","Republican",7294,FALSE,34.1
"2016","State Senate","14","Michael Padilla","Democratic",9668,TRUE,100
"2016","State Senate","15","Daniel A. Ivey-soto","Democratic",11321,TRUE,55.8
"2016","State Senate","15","Eric Lyon Burton","Republican",8978,FALSE,44.2
"2016","State Senate","16","Cisco McSorley","Democratic",16721,TRUE,100
"2016","State Senate","17","Mimi Stewart","Democratic",8456,TRUE,100
"2016","State Senate","18","Bill G. Tallman","Democratic",12203,TRUE,50.9
"2016","State Senate","18","Lisa Torraco","Republican",11750,FALSE,49.1
"2016","State Senate","19","James P. White","Republican",14905,TRUE,61.3
"2016","State Senate","19","Harold W. Murphree","Democratic",9413,FALSE,38.7
"2016","State Senate","2","Steven P. Neville","Republican",15057,TRUE,100
"2016","State Senate","20","William H. Payne","Republican",16893,TRUE,100
"2016","State Senate","21","Mark David Moores","Republican",14164,TRUE,56.1
"2016","State Senate","21","Gregory B. Frazier","Democratic",11087,FALSE,43.9
"2016","State Senate","22","Benny Shendo Jr.","Democratic",12434,TRUE,100
"2016","State Senate","23","Sander Rue","Republican",11794,TRUE,51.7
"2016","State Senate","23","Joy I. Garratt","Democratic",11001,FALSE,48.3
"2016","State Senate","24","Nancy Rodriguez","Democratic",16155,TRUE,100
"2016","State Senate","25","Peter Wirth","Democratic",26958,TRUE,100
"2016","State Senate","26","Jacob Candelaria","Democratic",11330,TRUE,100
"2016","State Senate","27","Stuart Ingle","Republican",12571,TRUE,100
"2016","State Senate","28","Howie C. Morales","Democratic",15041,TRUE,100
"2016","State Senate","29","Gregory A. Baca","Republican",8962,TRUE,55
"2016","State Senate","29","Michael S. Sanchez","Democratic",7346,FALSE,45
"2016","State Senate","3","John Pinto","Democratic",12516,TRUE,100
"2016","State Senate","30","Clemente Sanchez","Democratic",11952,TRUE,100
"2016","State Senate","31","Joseph Cervantes","Democratic",9437,TRUE,100
"2016","State Senate","32","Cliff R. Pirtle","Republican",8478,TRUE,100
"2016","State Senate","33","William F. Burt","Republican",14647,TRUE,100
"2016","State Senate","34","Ron Griggs","Republican",11534,TRUE,100
"2016","State Senate","35","John Arthur Smith","Democratic",12501,TRUE,100
"2016","State Senate","36","Jeff Steinborn","Democratic",10557,TRUE,59.7
"2016","State Senate","36","Lee S. Cotter","Republican",7119,FALSE,40.3
"2016","State Senate","37","William P. Soules","Democratic",11364,TRUE,55.5
"2016","State Senate","37","Cecelia H. Levatino","Republican",9127,FALSE,44.5
"2016","State Senate","38","Mary Kay Papen","Democratic",9586,TRUE,67.1
"2016","State Senate","38","Charles R. Wendler","Republican",4695,FALSE,32.9
"2016","State Senate","39","Elizabeth Stefanics","Democratic",9609,TRUE,51
"2016","State Senate","39","(Ted) Theodore Barela","Republican",9228,FALSE,49
"2016","State Senate","4","George K. Munoz","Democratic",12018,TRUE,100
"2016","State Senate","40","Craig W. Brandt","Republican",12490,TRUE,55.3
"2016","State Senate","40","Linda Sanchez Allison","Democratic",10099,FALSE,44.7
"2016","State Senate","41","Carroll H. Leavell","Republican",8995,TRUE,100
"2016","State Senate","42","Gay G. Kernan","Republican",15199,TRUE,100
"2016","State Senate","5","Richard C. Martinez","Democratic",15518,TRUE,100
"2016","State Senate","6","Carlos R. Cisneros","Democratic",17677,TRUE,100
"2016","State Senate","7","John Patrick Woods","Republican",12747,TRUE,100
"2016","State Senate","8","Pete Campos","Democratic",14241,TRUE,100
"2016","State Senate","9","John M. Sapien","Democratic",12724,TRUE,50.4
"2016","State Senate","9","Diego L. Espinoza","Republican",12534,FALSE,49.6
"2016","United States Representative","1","Michelle Lujan Grisham","Democratic",181068,TRUE,65.2
"2016","United States Representative","1","Richard Gregory Priem","Republican",96763,FALSE,34.8
"2016","United States Representative","2","Steve Pearce","Republican",143331,TRUE,62.8
"2016","United States Representative","2","Merrie Lee Soules","Democratic",84916,FALSE,37.2
"2016","United States Representative","2","Jack A. McGrann","Republican",9,FALSE,0
"2016","United States Representative","3","Ben R. Lujan","Democratic",170418,TRUE,62.5
"2016","United States Representative","3","Michael H. Romero","Republican",102340,FALSE,37.5
"2018","Attorney General","New Mexico","Hector Balderas","Democratic",427074,TRUE,62.2
"2018","Attorney General","New Mexico","Michael Eugene Hendricks","Republican",230380,FALSE,33.5
"2018","Attorney General","New Mexico","A. Blair Dunn","Libertarian",29678,FALSE,4.3
"2018","Commissioner of Public Lands","New Mexico","Stephanie Garcia Richard","Democratic",351748,TRUE,51.3
"2018","Commissioner of Public Lands","New Mexico","Patrick H. Lyons","Republican",296759,FALSE,43.3
"2018","Commissioner of Public Lands","New Mexico","Michael G. Lucero","Libertarian",36877,FALSE,5.4
"2018","Governor","New Mexico","Michelle Lujan Grisham and Howie C. Morales","Democratic",397827,TRUE,57.2
"2018","Governor","New Mexico","Steve Pearce and Michelle Garcia Holmes","Republican",297431,FALSE,42.8
"2018","Secretary of State","New Mexico","Maggie Toulouse Oliver","Democratic",398600,TRUE,58.1
"2018","Secretary of State","New Mexico","Gavin S. Clarkson","Republican",256456,FALSE,37.4
"2018","Secretary of State","New Mexico","Ginger G. Grider","Libertarian",31424,FALSE,4.6
"2018","State Auditor","New Mexico","Brian S. Colon","Democratic",395181,TRUE,57.6
"2018","State Auditor","New Mexico","Wayne A. Johnson","Republican",291004,FALSE,42.4
"2018","State Representative","1","Rodney D. Montoya","Republican",8512,TRUE,100
"2018","State Representative","10","G. Andres Romero","Democratic",4917,TRUE,100
"2018","State Representative","11","Javier I. Martinez","Democratic",9875,TRUE,100
"2018","State Representative","12","Patricio R. Ruiloba","Democratic",4326,TRUE,100
"2018","State Representative","13","Patricia A. Roybal Caballero","Democratic",4749,TRUE,100
"2018","State Representative","14","Miguel P. Garcia","Democratic",5367,TRUE,100
"2018","State Representative","15","Dayan M. Hochman","Democratic",6583,TRUE,52.1
"2018","State Representative","15","Brad Winter","Republican",6043,FALSE,47.9
"2018","State Representative","16","Antonio ""Moe"" Maestas","Democratic",7694,TRUE,100
"2018","State Representative","17","Deborah A. Armstrong","Democratic",7027,TRUE,65
"2018","State Representative","17","Ray L. Gallegos","Republican",3789,FALSE,35
"2018","State Representative","18","Gail Chasey","Democratic",9677,TRUE,100
"2018","State Representative","19","Sheryl M. Williams Stapleton","Democratic",7944,TRUE,100
"2018","State Representative","2","James R.J. Strickler","Republican",5437,TRUE,100
"2018","State Representative","20","Abbas A. Akhil","Democratic",5892,TRUE,50.5
"2018","State Representative","20","Jim Dines","Republican",5779,FALSE,49.5
"2018","State Representative","21","Debra Marie Sarinana","Democratic",4077,TRUE,100
"2018","State Representative","22","Gregg William Schmedes","Republican",8198,TRUE,50.4
"2018","State Representative","22","Jessica P. Velasquez","Democratic",8058,FALSE,49.6
"2018","State Representative","23","Daymon B. Ely","Democratic",7294,TRUE,57.1
"2018","State Representative","23","Brenda Diane Boatman","Republican",5472,FALSE,42.9
"2018","State Representative","24","Elizabeth L. Thomson","Democratic",6734,TRUE,58
"2018","State Representative","24","Trey Stephen Morris","Republican",4872,FALSE,42
"2018","State Representative","25","Christine Trujillo","Democratic",8081,TRUE,69
"2018","State Representative","25","Joan Antoinette Marentes","Republican",3637,FALSE,31
"2018","State Representative","26","Georgene Louis","Democratic",4313,TRUE,100
"2018","State Representative","27","William B. Pratt","Democratic",7199,TRUE,50.7
"2018","State Representative","27","Robert S. Godshall","Republican",7006,FALSE,49.3
"2018","State Representative","28","Melanie Ann Stansbury","Democratic",7335,TRUE,53.7
"2018","State Representative","28","Jimmie C. Hall","Republican",6326,FALSE,46.3
"2018","State Representative","29","Joy I. Garratt","Democratic",7296,TRUE,54.1
"2018","State Representative","29","David E. Adkins","Republican",6184,FALSE,45.9
"2018","State Representative","3","Paul C. Bandy","Republican",6225,TRUE,77.5
"2018","State Representative","3","Mary P. Schildmeyer","Democratic",1803,FALSE,22.5
"2018","State Representative","30","Natalie R. Figueroa","Democratic",6773,TRUE,58
"2018","State Representative","30","John L. Jones","Republican",4898,FALSE,42
"2018","State Representative","31","William R. Rehm","Republican",9675,TRUE,64.3
"2018","State Representative","31","William Arnold Wiley Jr.","Libertarian",5374,FALSE,35.7
"2018","State Representative","32","Candie G. Sweetser","Democratic",4842,TRUE,64.1
"2018","State Representative","32","Laura C. Boyd","Republican",2717,FALSE,35.9
"2018","State Representative","33","Micaela Lara Cadena","Democratic",5779,TRUE,65.4
"2018","State Representative","33","Charles R. Wendler","Republican",3057,FALSE,34.6
"2018","State Representative","34","Raymundo Lara","Democratic",4635,TRUE,100
"2018","State Representative","35","Angelica Rubio","Democratic",5778,TRUE,64.8
"2018","State Representative","35","Jonathan Kyle Allen","Republican",3145,FALSE,35.2
"2018","State Representative","36","Nathan P. Small","Democratic",5260,TRUE,60.5
"2018","State Representative","36","David H. Tofsted","Republican",3434,FALSE,39.5
"2018","State Representative","37","Joanne J. Ferrary","Democratic",7741,TRUE,59.7
"2018","State Representative","37","Bev Courtney","Republican",5218,FALSE,40.3
"2018","State Representative","38","Rebecca L. Dow","Republican",6620,TRUE,54.2
"2018","State Representative","38","Karen C. Whitlock","Democratic",5585,FALSE,45.8
"2018","State Representative","39","Rodolpho S. Martinez","Democratic",5278,TRUE,58.1
"2018","State Representative","39","Lee S. Cotter","Republican",3799,FALSE,41.9
"2018","State Representative","4","Anthony Allison","Democratic",4093,TRUE,52.2
"2018","State Representative","4","Sharon E. Clahchischilliage","Republican",3754,FALSE,47.8
"2018","State Representative","40","Joseph L. Sanchez","Democratic",8261,TRUE,81.2
"2018","State Representative","40","T Tweeti Blancett","Independent",1907,FALSE,18.8
"2018","State Representative","41","Susan K. Herrera","Democratic",7907,TRUE,100
"2018","State Representative","42","Roberto ""Bobby"" Jesse Gonzales","Democratic",10418,TRUE,100
"2018","State Representative","43","Christine Chandler","Democratic",8300,TRUE,62.2
"2018","State Representative","43","Lisa Shin","Republican",5054,FALSE,37.8
"2018","State Representative","44","Jane E. Powdrell-Culbert","Republican",8116,TRUE,54.7
"2018","State Representative","44","Benton Howell","Democratic",6712,FALSE,45.3
"2018","State Representative","45","Jim R. Trujillo","Democratic",9590,TRUE,100
"2018","State Representative","46","Andrea D. Romero","Democratic",8611,TRUE,75.2
"2018","State Representative","46","Heather Nordquist","Democratic",2843,FALSE,24.8
"2018","State Representative","47","Brian F. Egolf, Jr.","Democratic",14481,TRUE,100
"2018","State Representative","48","Linda M. Trujillo","Democratic",10759,TRUE,100
"2018","State Representative","49","Gail ""Missy"" Armstrong","Republican",7484,TRUE,100
"2018","State Representative","5","Doreen W. Johnson","Democratic",6439,TRUE,100
"2018","State Representative","50","Matthew Mcqueen","Democratic",7486,TRUE,58.9
"2018","State Representative","50","Jarratt Applewhite","Independent",5219,FALSE,41.1
"2018","State Representative","51","Rachel A. Black","Republican",5486,TRUE,64.3
"2018","State Representative","51","Jeff Swanson","Democratic",3045,FALSE,35.7
"2018","State Representative","52","Doreen Ybarra Gallegos","Democratic",4552,TRUE,66.6
"2018","State Representative","52","David L. Cheek","Republican",2284,FALSE,33.4
"2018","State Representative","53","Willie D. Madrid","Democratic",2425,TRUE,53.3
"2018","State Representative","53","Ricky L. Little","Republican",2128,FALSE,46.7
"2018","State Representative","54","James G. Townsend","Republican",6764,TRUE,100
"2018","State Representative","55","Cathrynn N. Brown","Republican",7754,TRUE,100
"2018","State Representative","56","Zach J. Cook","Republican",6646,TRUE,100
"2018","State Representative","57","Jason Carl Harper","Republican",5250,TRUE,51.1
"2018","State Representative","57","Billie Ann Helean","Democratic",5033,FALSE,48.9
"2018","State Representative","58","Candy Spence Ezzell","Republican",3857,TRUE,100
"2018","State Representative","59","Greg Nibert","Republican",7862,TRUE,76.9
"2018","State Representative","59","Carl M. Swinney","Libertarian",2357,FALSE,23.1
"2018","State Representative","6","Eliseo Lee Alcon","Democratic",5860,TRUE,100
"2018","State Representative","60","Tim D. Lewis","Republican",6124,TRUE,52.8
"2018","State Representative","60","Alexis Jimenez","Democratic",5468,FALSE,47.2
"2018","State Representative","61","David M. Gallegos","Republican",3526,TRUE,100
"2018","State Representative","62","Larry R. Scott","Republican",6561,TRUE,100
"2018","State Representative","63","Martin Ruben Zamora","Republican",2956,TRUE,50.2
"2018","State Representative","63","George Dodge, Jr.","Democratic",2932,FALSE,49.8
"2018","State Representative","64","Randal S. Crowder","Republican",5679,TRUE,100
"2018","State Representative","65","Derrick J. Lente","Democratic",6351,TRUE,100
"2018","State Representative","66","Phelps Anderson","Republican",6793,TRUE,100
"2018","State Representative","67","Jackey O. Chatfield","Republican",5814,TRUE,62.4
"2018","State Representative","67","Mark D. Mcdonald","Democratic",3500,FALSE,37.6
"2018","State Representative","68","Karen C. Bash","Democratic",6872,TRUE,58
"2018","State Representative","68","Monica C. Youngblood","Republican",4978,FALSE,42
"2018","State Representative","69","Harry Garcia","Democratic",5699,TRUE,100
"2018","State Representative","7","Kelly K. Fajardo","Republican",4290,TRUE,54.5
"2018","State Representative","7","Leroy Baca","Democratic",3576,FALSE,45.5
"2018","State Representative","70","Tomas E. Salazar","Democratic",6920,TRUE,100
"2018","State Representative","8","Alonzo Baldonado","Republican",6398,TRUE,59.7
"2018","State Representative","8","Mary Jo Jaramillo","Democratic",4321,FALSE,40.3
"2018","State Representative","9","Patricia ""Patty"" A. Lundstrom","Democratic",5297,TRUE,100
"2018","State Treasurer","New Mexico","Tim Eichenberg","Democratic",394274,TRUE,57.9
"2018","State Treasurer","New Mexico","Arthur L. Castillo","Republican",286126,FALSE,42.1
"2018","United States Representative","1","Debra A. Haaland","Democratic",147300,TRUE,59.4
"2018","United States Representative","1","Janice E. Arnold-Jones","Republican",90372,FALSE,36.4
"2018","United States Representative","1","Lloyd J. Princeton","Libertarian",10330,FALSE,4.2
"2018","United States Representative","2","Xochitl Torres Small","Democratic",101327,TRUE,50.9
"2018","United States Representative","2","Yvette Herrell","Republican",97558,FALSE,49.1
"2018","United States Representative","3","Ben R. Lujan","Democratic",154878,TRUE,63.7
"2018","United States Representative","3","Jerald Steve Mcfall","Republican",75998,FALSE,31.3
"2018","United States Representative","3","Christopher Manning","Libertarian",12156,FALSE,5
"2018","United States Senator","New Mexico","Martin T. Heinrich","Democratic",376459,TRUE,54.3
"2018","United States Senator","New Mexico","Mick Rich","Republican",211788,FALSE,30.5
"2018","United States Senator","New Mexico","Gary E. Johnson","Libertarian",105359,FALSE,15.2
"2020","President of the United States","New Mexico","Joseph R. Biden And Kamala D. Harris","Democratic",501270,TRUE,55.2
"2020","President of the United States","New Mexico","Donald J. Trump And Michael ""Mike"" R. Pence","Republican",401554,FALSE,44.2
"2020","President of the United States","New Mexico","Jo Jorgensen and Jeremy ""Spike"" Cohen","Libertarian",5225,FALSE,0.6
"2020","President of the United States","New Mexico","Howie Hawkins and Angela Nicole Walker","Green",342,FALSE,0
"2020","President of the United States","New Mexico","Sheila ""Samm"" Tittle and David Carl Sandige","Constitution",37,FALSE,0
"2020","President of the United States","New Mexico","Gloria La Riva and Sunil Freeman","Party for Socialism and Liberation",16,FALSE,0
"2020","State Representative","1","Rodney D. Montoya","Republican",11324,TRUE,100
"2020","State Representative","10","G Andres Romero","Democratic",5621,TRUE,62
"2020","State Representative","10","Dinah Glenda Vargas","Republican",3441,FALSE,38
"2020","State Representative","11","Javier I. Martinez","Democratic",11213,TRUE,77.6
"2020","State Representative","11","Adrian Anthony Trujillo Sr.","Republican",3237,FALSE,22.4
"2020","State Representative","12","Brittney Aileene Barreras","Independent",4183,TRUE,74.1
"2020","State Representative","12","Art De La Cruz","Democratic",1462,FALSE,25.9
"2020","State Representative","13","Patricia A. Roybal Caballero","Democratic",6147,TRUE,66.3
"2020","State Representative","13","Kayla Renee Marshall","Republican",3119,FALSE,33.7
"2020","State Representative","14","Miguel P. Garcia","Democratic",6835,TRUE,100
"2020","State Representative","15","Dayan ""Day"" M. Hochman-Vigil","Democratic",8899,TRUE,55.6
"2020","State Representative","15","Ali Ennenga","Republican",6531,FALSE,40.8
"2020","State Representative","15","Ranota Q. Banks","Libertarian",574,FALSE,3.6
"2020","State Representative","16","Antonio ""Moe"" Maestas","Democratic",8670,TRUE,63.4
"2020","State Representative","16","Antoinette Bernice Taft","Republican",5003,FALSE,36.6
"2020","State Representative","17","Deborah A. Armstrong","Democratic",8764,TRUE,63.7
"2020","State Representative","17","Kimberly Ann Kaehr-Macmillan","Republican",4383,FALSE,31.9
"2020","State Representative","17","Scott Goodman","Libertarian",612,FALSE,4.4
"2020","State Representative","18","Gail Chasey","Democratic",10709,TRUE,100
"2020","State Representative","19","Sheryl Williams M. Stapleton","Democratic",8922,TRUE,74.4
"2020","State Representative","19","Stephen J. Cecco","Republican",2474,FALSE,20.6
"2020","State Representative","19","Mark Austin Curtis","Libertarian",600,FALSE,5
"2020","State Representative","2","James R.J. Strickler","Republican",7831,TRUE,100
"2020","State Representative","20","Meredith A. Dixon","Democratic",8015,TRUE,53.5
"2020","State Representative","20","Michael Eugene Hendricks","Republican",6961,FALSE,46.5
"2020","State Representative","21","Debra Marie Sarinana","Democratic",4950,TRUE,69.8
"2020","State Representative","21","Paul Ryan Mckenney","Libertarian",2142,FALSE,30.2
"2020","State Representative","22","Stefani Lord","Republican",10300,TRUE,51.3
"2020","State Representative","22","Jessica P. Velasquez","Democratic",9794,FALSE,48.7
"2020","State Representative","23","Daymon B. Ely","Democratic",8987,TRUE,54.8
"2020","State Representative","23","Ellis C. Mcmath","Republican",7402,FALSE,45.2
"2020","State Representative","24","Elizabeth L. Thomson","Democratic",8624,TRUE,59
"2020","State Representative","24","Amy L. Smith","Republican",6000,FALSE,41
"2020","State Representative","25","Christine Trujillo","Democratic",9003,TRUE,61.5
"2020","State Representative","25","Sarah Rich-Jackson","Republican",4535,FALSE,31
"2020","State Representative","25","Stephen A. Verchinski","Green",677,FALSE,4.6
"2020","State Representative","25","Jocelynn Renee Paden","Libertarian",413,FALSE,2.8
"2020","State Representative","26","Georgene Louis","Democratic",5794,TRUE,100
"2020","State Representative","27","Marian Matthews","Democratic",8802,TRUE,51
"2020","State Representative","27","Robert S. Godshall","Republican",8460,FALSE,49
"2020","State Representative","27","Jason Morris Barker","Independent",0,FALSE,0
"2020","State Representative","28","Melanie Ann Stansbury","Democratic",8907,TRUE,52.8
"2020","State Representative","28","Thomas Ray Stull","Republican",7248,FALSE,43
"2020","State Representative","28","Robert Jason Vaillancourt","Libertarian",706,FALSE,4.2
"2020","State Representative","29","Joy I. Garratt","Democratic",10890,TRUE,54.4
"2020","State Representative","29","Adelious De Stith","Republican",9135,FALSE,45.6
"2020","State Representative","3","T. Ryan Lane","Republican",9113,TRUE,100
"2020","State Representative","30","Natalie R. Figueroa","Democratic",8313,TRUE,57.1
"2020","State Representative","30","John L. Jones","Republican",5784,FALSE,39.8
"2020","State Representative","30","Randall K. Sobien","Libertarian",452,FALSE,3.1
"2020","State Representative","31","William R. Rehm","Republican",10794,TRUE,53.2
"2020","State Representative","31","Julie Ford Brenning","Democratic",9013,FALSE,44.5
"2020","State Representative","31","Steven Ray Penhall","Libertarian",465,FALSE,2.3
"2020","State Representative","32","Candie G. Sweetser","Democratic",5251,TRUE,54.3
"2020","State Representative","32","J. Scott Chandler","Republican",4421,FALSE,45.7
"2020","State Representative","33","Micaela Lara Cadena","Democratic",6905,TRUE,62.4
"2020","State Representative","33","Beth E. Miller","Republican",4161,FALSE,37.6
"2020","State Representative","34","Raymundo Lara","Democratic",6179,TRUE,65.9
"2020","State Representative","34","Dawn E. Ladd","Republican",3201,FALSE,34.1
"2020","State Representative","35","Angelica Rubio","Democratic",7019,TRUE,61
"2020","State Representative","35","Richelle A. Ponder","Republican",4481,FALSE,39
"2020","State Representative","36","Nathan P. Small","Democratic",6627,TRUE,54
"2020","State Representative","36","Brandi L. Polanco","Republican",5641,FALSE,46
"2020","State Representative","37","Joanne J. Ferrary","Democratic",9353,TRUE,53.6
"2020","State Representative","37","Isabella Solis","Republican",8095,FALSE,46.4
"2020","State Representative","38","Rebecca L. Dow","Republican",8539,TRUE,56.9
"2020","State Representative","38","Karen C. Whitlock","Democratic",6135,FALSE,40.9
"2020","State Representative","38","William Parrish Kinney","Libertarian",322,FALSE,2.1
"2020","State Representative","39","Luis M. Terrazas","Republican",5967,TRUE,52.8
"2020","State Representative","39","Rodolpho S. Martinez","Democratic",5336,FALSE,47.2
"2020","State Representative","4","Anthony Allison","Democratic",5991,TRUE,54.3
"2020","State Representative","4","P. Mark Duncan","Republican",5048,FALSE,45.7
"2020","State Representative","40","Roger Evan Montoya","Democratic",7372,TRUE,56.9
"2020","State Representative","40","Justin J. Salazar-Torrez","Republican",5576,FALSE,43.1
"2020","State Representative","41","Susan K. Herrera","Democratic",9557,TRUE,100
"2020","State Representative","42","Kristina Ortez","Democratic",10812,TRUE,74.3
"2020","State Representative","42","Linda H. Calhoun","Republican",3733,FALSE,25.7
"2020","State Representative","43","Christine Chandler","Democratic",10056,TRUE,61.6
"2020","State Representative","43","David E. Hampton","Republican",6265,FALSE,38.4
"2020","State Representative","44","Jane E. Powdrell-Culbert","Republican",10457,TRUE,52.1
"2020","State Representative","44","Gary J. Tripp","Democratic",8948,FALSE,44.6
"2020","State Representative","44","Jeremy B. Myers","Libertarian",676,FALSE,3.4
"2020","State Representative","45","Linda Michelle Serrato","Democratic",11297,TRUE,82.9
"2020","State Representative","45","Helen M. Milenski","Libertarian",2335,FALSE,17.1
"2020","State Representative","46","Andrea Romero","Democratic",12584,TRUE,77.1
"2020","State Representative","46","Jay C. Groseclose","Republican",3737,FALSE,22.9
"2020","State Representative","47","Brian F. Egolf, Jr.","Democratic",16187,TRUE,80.6
"2020","State Representative","47","Raye G. Byford","Republican",3884,FALSE,19.4
"2020","State Representative","48","Tara L. Lujan","Democratic",12520,TRUE,100
"2020","State Representative","49","Gail ""Missy"" Armstrong","Republican",9192,TRUE,100
"2020","State Representative","5","Doreen Wonda Johnson","Democratic",9097,TRUE,100
"2020","State Representative","50","Matthew Mcqueen","Democratic",8695,TRUE,52.6
"2020","State Representative","50","Christina L. Estrada","Republican",7320,FALSE,44.3
"2020","State Representative","50","Jerry D. Gage","Libertarian",516,FALSE,3.1
"2020","State Representative","51","Rachel A. Black","Republican",7632,TRUE,65.3
"2020","State Representative","51","Jeff Swanson","Democratic",4057,FALSE,34.7
"2020","State Representative","52","Doreen Yvonne Gallegos","Democratic",5794,TRUE,65.2
"2020","State Representative","52","John Foreman","Republican",3098,FALSE,34.8
"2020","State Representative","53","Willie D. Madrid","Democratic",3364,TRUE,50.3
"2020","State Representative","53","Ricky L. Little","Republican",3324,FALSE,49.7
"2020","State Representative","54","James G. Townsend","Republican",9741,TRUE,100
"2020","State Representative","55","Cathrynn N. Brown","Republican",11028,TRUE,100
"2020","State Representative","56","Zach J. Cook","Republican",7647,TRUE,65.9
"2020","State Representative","56","Laura L. Childress","Democratic",3951,FALSE,34.1
"2020","State Representative","57","Jason Carl Harper","Republican",8220,TRUE,52.2
"2020","State Representative","57","Billie Ann Helean","Democratic",7536,FALSE,47.8
"2020","State Representative","58","Candy Spence Ezzell","Republican",5304,TRUE,100
"2020","State Representative","59","Greg Nibert","Republican",10127,TRUE,73.5
"2020","State Representative","59","Kimble Lee Kearns","Democratic",3649,FALSE,26.5
"2020","State Representative","6","Eliseo L. Alcon","Democratic",6391,TRUE,59.4
"2020","State Representative","6","Karen Vanessa Chavez","Republican",4367,FALSE,40.6
"2020","State Representative","60","Joshua Nathaniel Hernandez","Republican",11504,TRUE,100
"2020","State Representative","61","Randall T. Pettigrew","Republican",5068,TRUE,100
"2020","State Representative","62","Larry R. Scott","Republican",9391,TRUE,100
"2020","State Representative","63","Martin Ruben Zamora","Republican",4679,TRUE,58.8
